1;2;3;4;5;6;7;7;8;8;9;10;11;12;13;14;15;15;16;16;17;18;18;19;19;20;20;21;22;22;23;24;24;25;26;27;28;29;30;31;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
Ab^;Ab^;Eb^;Eb^;Bb7;Bb7;Eb^;Eb^7;Eb6;Eb7;Ab^;Ab^;Eb^;Eb^;Bb7;Bb7;Eb^;Db7;Eb^;Ab6;Eb^;Eb^;Ab6;Eb^;Eb^7;Eb7;D7;Gm;A%7;D7;G^;Bb7;Eb7;Ab^;Ab^;Eb^;Eb^;Bb7;Bb7;Eb^;Db7;Eb^;Eb^
