1;2;2;3;4;5;6;7;8;8;9;10;11;11;12;13;14;15;16;16;17;18;18;19;20;21;22;23;24;24;25;26;26;27;27;28;28;29;30;31;31;32;32
1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0
Bbm7;Ebsus;Eb7;Abo7;Ab^7;C7;C7;F7;Cm7;F7;Bbm7;Eb7;G%7;C7;Fm7;Bb7;Bb7;Bbm7;C%7;F7;Bbm7;Ebsus;Eb7;Abo7;Ab^7;C7;C7;F7;Cm7;F7;Bbm7;Dbm7;Gb7;Cm7;Db7;Cm7;Bo7;Bbm7;Eb7;Ab6;Db7;Cm7;F7
