1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;17;18;18;19;19;20;20;21;22;22;23;23;24;24;25;25;26;26;27;28;29;30;31;32;33;34;34;35;36;36;37;37;38;38;39;39;40;41;42;43;44;45;46;47
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Fm;Bbm;C7;Fm;F7;Bbm;Eb7;Ab6;Db^7;G%7;G7;C7;Bbm;C7;Fm;Fm7;D%7;G7;C7;F7;Bbm7;Eb7;Ab7;Db7;G7;C7;Fm7;D%7;G7;C7;F7;Bbm7;Eb7;Ab7;Dm;C7;Fm6;F7;Bbm6;F7;Bbm6;F7;Bbm6;F7;Bbo7;F7;Bbm7;G%7;C7;F7;Bb7;Ebm7;Ab7;Db7;Gb7;Gb7;Db7;Db7;Gb7;Gb7;Db7;C7
