1;2;3;4;5;6;7;8;9;10;10;11;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;27;28;28;29;30;31;32;33;33;34;35;36;37;38;39;40;41;41;42;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;59;60;60;61;62;63;64;65;66
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
Gb^7;G7;Gb^7;G7;Gb^7;Eb7;D^7;Ab7;G^7;F#m7;B7;Em7;A7;D^7;Abm7;G7;Gb^7;F7;F7;Gb^7;G7;Gb^7;G7;Gb^7;Eb7;D^7;Ab7;G^7;F#m7;B7;Em7;A7;D^7;Abm7;G7;Gb^7;Dbm7;Gb7;C^7;Am7;F^7;E7;Dm7;G7;C^7;Bm7;Bb7;A^7;A^7;F#m7;Bm7;E7;A^7;A^7;Dm7;G7;Gb^7;G7;Gb^7;G7;Gb^7;Eb7;D^7;Ab7;G^7;F#m7;B7;Em7;A7;D^7;Abm7;G7;Gb^7;F7;F7
