1;2;3;4;5;6;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C^;C6;C^7;C6;C^;C6;C#o7;Dm7;G7;Dm7;Dm7;Dm7;Dm7;Dm7;G7;C^7;C6;C^;C6;C^7;C6;C^;C6;C#o7;Dm7;G7;Dm7;Dm7;Dm7;Dm7;Dm7;G7;C^7;C6;Cm7;F7;Bb6;Bb6;Bbm7;Eb7;Ab^7;Ab6;Ao7;Ao7;G6;Ab7;G6;Ab7;Dm7;G7;C^;C6;C^7;C6;C^;C7;Dm7;G7;D%7;D%7;D%7;D%7;Dm7;G7;C^7;C6;C^;C6;C^7;C6;C^;C6;G7;G7;F^7;F^7;Em7;A7;Dm7;G7;C^7;C6;C^;C6;C^7;C6;C^;C6;G7;G7;F^7;F^7;Em7;A7;Dm7;Dm7;D%7;D%7;Dm7;G7;C^;C6
