1;1;1;1;2;2;2;2;3;3;3;3;4;4;4;4;5;5;6;6;7;8;9;9;9;9;10;10;10;10;11;11;11;11;12;12;12;12;13;13;14;14;15;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;29;30;31;31;32;32
1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
Bb^;Cm7;C#o7;Bb^;Bb^;Cm7;C#o7;Bb^;Bb^;Dbm7;Cm7;F7;Bb^;Dbm7;Cm7;F7;Bb^;Bb7;Eb6;Ebm6;Bb^;F7;Bb^;Cm7;C#o7;Bb^;Bb^;Cm7;C#o7;Bb^;Bb^;Dbm7;Cm7;F7;Bb^;Dbm7;Cm7;F7;Bb^;Bb7;Eb6;Ebm6;Bb^;F7;Bb^7;D7;G7;G7;C7;F7;Bb^7;C#o7;Cm7;F7;Bb^7;D7;G7;G7;C7;F7;Bb^7;Eb6;Bb^;F7
