1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Cm7;Cm7;Fm7;Fm7;D%7;G7;Cm7;Cm7;Ebm7;Ab7;Db^7;Db^7;D%7;G7;Cm7;D%7;G7
