1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;19;19;19;20
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0
Cm7;D7;G7;Cm7;Cm7;D7;G7;Cm7;C7;Fm7;D7;Gm7;Abo7;D7;Bbsus;Bbsus;Bbsus;Bbsus;Eb6;Eb6;Eb6;Eb6;G7
