1;2;2;3;4;5;6;7;8;9;10;11;12;13;13;14;14;15;16;16;17;18;18;19;20;21;22;23;24;25;26;27;28;29;29;30;30;31;32;33;34;35;36;37;38;39;40;41;42;42;43;44;45;46;47;48;49;50;51;52;53;53;54;54;55;56;56;57;58;58;59;60;61;62;63;64;65;66;67;68;69;69;70;70;71;72
1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0
Cm6;D%7;G7;Cm6;C7;Fm6;C7;Fm6;Fm6;D%7;G7;Fm7;Bb7;Ebm7;Ab7;D%7;G7;Cm6;D%7;G7;Cm6;D%7;G7;Cm6;C7;Fm6;C7;Fm6;Fm6;D%7;G7;Fm7;Bb7;Ebm7;Ab7;D%7;G7;Cm6;Cm6;Gm7;C7;Fm7;Bb7;Ebm7;Ab7;D%7;G7;Cm6;D%7;G7;Cm6;C7;Fm6;C7;Fm6;Fm6;D%7;G7;Fm7;Bb7;Ebm7;Ab7;D%7;G7;Cm6;D%7;G7;Cm6;D%7;G7;Cm6;C7;Fm6;C7;Fm6;Fm6;D%7;G7;Fm7;Bb7;Ebm7;Ab7;D%7;G7;Cm6;Cm6
