1;2;3;4;5;6;7;8;9;10;11;11;12;12
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
Db7;Gb7;Db7;Db7;Gb7;Gb7;Db7;Db7;Ebm7;Ab7;Db7;Bb7;Ebm7;Ab7
