1;1;2;2;3;4;5;5;6;6;7;8;9;9;10;10;11;11;12;13;13;14;14;15;16;17;17;18;18;19;20;21;22;23;24;25;26;27;28;29;29;30;30;31;32
1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0
Eb7;D7;Eb7;D7;G^7;G^7;Eb7;D7;Eb7;D7;G^7;G^7;Dm7;G7;Dm7;G7;Dm7;G7;C^7;Em7;A7;Em7;A7;Am7;D7;Eb7;D7;Eb7;D7;G^7;G^7;G7;G7;C^7;C^7;C^7;Cm7;B%7;E7;Eb7;D7;Eb7;D7;G^7;G^7
