1;2;2;3;3;4;4;5;6;7;8;9;10;10;11;11;12;12;13;14;15;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;26;26;27;27;28;28;29;30;31;32;33;34;35;36
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Fm7;Bbm7;Eb7;Abm7;Db7;F#m7;B7;Bbm7;B7;Bbm7;B7;Fm7;Bbm7;Eb7;Abm7;Db7;F#m7;B7;Bbm7;B7;Bbm7;Bbm7;F#m7;B7;F#m7;B7;F#m7;B7;F#m7;B7;F#m7;B7;F#m7;B7;Bbm7;E7;A^7;C7;Fm7;Bbm7;Eb7;Abm7;Db7;F#m7;B7;Bbm7;B7;Bbm7;B7;Bbm7;B7;Bbm7;Bbm7
