1;2;3;4;4;5;6;7;7;8;8;9;10;11;12;12;13;14;15;16;16;17;18;19;20;20;21;22;23;24;25;25;26;26;27;27;28;28;29;29;30;30;31;32
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
F^7;B7;Bb^7;Am7;D7;Gm7;C7;Am7;D7;Gm7;C7;F6;Ab7;Gm7;Am7;D7;Bbm7;Eb7;Ab^7;Gm7;C7;F^7;B7;Bb^7;Am7;D7;B%7;E7;A7;A7;Dm7;Dbm7;Cm7;F7;Bb^7;D7;Gm7;G#o7;Am7;D7;Gm7;C7;F6;F6
