1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;19;20;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;35
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Am7;A7;Am7;D7;Am7;D7;Am7;D7;Dm7;D7;Dm7;G7;Dm7;G7;Dm7;G7;Dm7;G7;C^7;F7;Em7;A7;Dm7;G7;C^7;B%7;E7;Am7;A7;Am7;D7;Am7;D7;Am7;D7;A6;Bm7;E7
