1;2;3;4;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;19;20;21;22;23;24;25;26;27;28;29;30;31;31;32;33;34;35;36;37;37;38;39;40;41;42;43;43;44;45;46;47;48;49;49;50;51;52;53;54;55;56;57;58;59;60;61;62;62;63;64;65;66;67;68;69;69;70;71;72;73;74;75
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
D7;Gm7;C#7;B6;C6;Am7;D7;Bm7;E7;C#m7;F#7;B^7;G#m7;Em7;A7;D^7;D^7;D7;Gm7;C#7;B6;C6;Am7;D7;Bm7;E7;C#m7;F#7;B^7;G#m7;Em7;A7;D^7;D^7;Gb^7;Ab7;Fm7;Bb7;G%7;C7;F^7;Bb^7;Em7;A7;D^7;D^7;G^7;F#m7;B7;Bb7;A7;D7;Gm7;C#7;B6;C6;Am7;D7;Bm7;E7;C#m7;F#7;B^7;G#m7;Em7;A7;D^7;D7;F#^;G7;E7;A7;A7;F#m7;Bm7;Em7;A7;A7;F#7;Bm7;Em7;A7;D^7;D^7
