1;2;3;4;5;6;7;8;9;10;11;12;13;14;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0
Bb6;Bb6;Cm7;Cm7;F7;F7;Bb6;Bb6;Gm7;Gm7;Cm7;Cm7;Cm7;Cm7;F7;Bb6;Bb6
