1;1;1;1;2;3;4;4;5;5;6;6;7;8;9;9;9;9;10;11;12;12;13;13;14;14;15;16;17;17;18;18;19;20;21;21;21;21;22;23;24;24;25;25;26;26;27;28
1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
Bbm;Am;Cm7;Bm7;Bm7;Db^;Bbm7;B^7;Gb^7;Em6;D^7;Gm;F^7;E7;Bbm;Am;Cm7;Bm7;Bm7;Db^;Bbm7;B^7;Gb^7;Em6;D^7;Gm;F^7;Gb7;Fm;Ebm;D%7;G7;Co7;B7;Bbm;Am;Cm7;Bm7;Bm7;Db^;Bbm7;B^7;Gb^7;Em6;D^7;Gm;F^7;E7
