1;1;2;2;3;3;4;4;5;5;6;6;7;8;9;10;11;12;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;24;25;26;27;28;29;30;31;32;32;33;34;35;36;36;37;38;39;40;41;41;42;42;43;43;44;44;45;45;46;46;47;48;49;50;51;52;53;54;55;56;56
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
C^7;A7;Dm7;G7;Em7;A7;Dm7;G7;C^7;F7;Em7;A7;Dm7;G7;Dm7;G7;E%7;A7;Dm7;G7;Em7;A7;Dm7;G7;C^7;A7;Dm7;G7;Em7;A7;Dm7;G7;C^7;F7;Em7;A7;Dm7;G7;Dm7;G7;E%7;A7;Dm7;G7;C^7;Gm7;C7;F^7;Fm6;C^7;B%7;E7;Am7;D7;Dm7;G7;C^7;A7;Dm7;G7;Em7;A7;Dm7;G7;C^7;F7;Em7;A7;Dm7;G7;Dm7;G7;E%7;A7;Dm7;G7;C^7;Dm7;G7
