1;1;2;2;3;4;4;5;6;7;7;8;9;9;10;10;11;12;12;13;14;15;15;16;17;17;18;18;19;20;21;21;22;22;23;23;24;24;25;25;26;26;27;28;28;29;30;31;31;32
1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0
Gm7;F^7;Gm7;C7;F^7;Cm7;F7;Bb^7;Gm7;Gm7;Csus;F^7;Gm7;F^7;Gm7;C7;F^7;Cm7;F7;Bb^7;Gm7;Gm7;Csus;F^7;Cm7;F7;Cm7;B7;Bb^7;Bb^7;Bbm7;Eb7;Bbm7;A7;Ab^7;Abm7;Gm7;C7;Gm7;F^7;Gm7;C7;F^7;Cm7;F7;Bb^7;Gm7;Gm7;Csus;F^7
