1;1;2;2;3;4;5;5;6;6;7;8;9;9;10;11;11;12;12;13;13;14;14;15;16;17;17;18;18;19;20;21;21;22;22;23;23;24;25;26;27;28;29;30;31;32;32;33;33;34;35;36;36;37;38;39;39;40;40;40;40;41;41;42;43;44;44;45;45;46;47;48;48;49;50;50;51;52;53;53;54;55;55
1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;5.0;1.0;3.0;5.0;7.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0
C^7;C6;Em7;Ebo7;Dm7;G7;C^7;C6;Gm7;C7;F^7;Bb7;C^7;C6;F7;E7;A7;D7;G7;C^7;C6;Em7;Ebo7;Dm7;G7;C^7;C6;Gm7;C7;F^7;Bb7;C^7;C6;F7;Gsus;C6;Gsus;C6;Ab^;Ab+;Db^7;Db6;Bbm7;Eb7;Ab6;Bbm7;Ebsus;Ab^;Ab+;Ab6;G^7;G^7;Em7;Am7;D7;G7;Gsus;G7;G7;C^7;C6;Em7;Ebo7;Dm7;G7;C^7;C6;Gm7;C7;F^7;Bb7;C^7;C6;F7;E%7;Bb7;A7;D7;Dm7;G7;C6;Dm7;G7
