1;2;3;4;4;5;6;7;7;8;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;20;21;22;23;23;24;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;42;43;44;45;46;47;48;49;50;51;52;52;53;54;55;55;56;56;57;58;59;60;61;62;63;64
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Eb^7;Cm7;Fm7;Bb7;C7;Fm7;Bb7;Cm7;B7;Bbm7;A7;Ab^7;Ao7;Gm7;C7;Fm7;Bb7;Gm7;Gb7;Fm7;Bb7;Eb^7;Cm7;Fm7;Bb7;C7;Fm7;Bb7;Cm7;B7;Bbm7;A7;Ab^7;Ao7;Gm7;C7;Fm7;Bb7;Eb6;Eb6;Bbm7;Eb7;Eb7;Eb7;Eb7;Eb7;Bbm6;Eb7;Ab^7;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;F7;Bbsus;Bb7;Eb^7;Cm7;Fm7;Bb7;C7;Fm7;Bb7;Cm7;B7;Bbm7;A7;Ab^7;Ao7;Gm7;C7;Fm7;Bb7;Eb6;Bb7
