1;2;3;4;5;6;7;8;9;10;11;12;13;14;14;15;16;16;17;18;19;20;21;22;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;38;39;40;40
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0
D^7;D^7;D6;D^7;D^7;D^7;D6;D^7;D^7;D^7;E7;E7;G^7;Bb7;A7;D^7;D^7;Eb^7;D^7;D^7;E7;E7;G^7;Bb7;A7;D^7;D^7;F#m7;F#m7;Em7;Em7;F#m7;F#m7;Am7;D7;G^7;Gm7;D^;Fo7;Em7;Bb7;A7;D^7;D^7;Eb^7
