1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;28;29;30;31;32;33;34;35;36;37;38;38;38;39;40;40;41;42;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;59;60;61;62;63;64;65;66;67;68;69;69;69;69;70;71;72;73;74;75;76;77
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Fm7;Am7;Fm7;Am7;Fm7;Am7;Fm7;Am7;Fm7;Am7;Fm7;Am7;Fm7;Am7;Fm7;Am7;Fm7;Am7;Fm7;Dm7;Fm7;Am7;Fm7;Dm7;Bb7;A7;Ab^7;Ab^7;Ab^7;Bb7;Ebsus;Ebsus;Eb7;Eb7;Absus;Absus;Absus;C7;Fm7;Fm7;Am7;Fm7;Fm7;Am7;Fm7;Fm7;Fm7;Fm7;Bb7;Bb7;Bb7;Bb7;A^7;Fm7;Am7;Fm7;Dm7;Bb7;A7;Ab^7;Ab^7;Ab^7;Bb7;Ebsus;Ebsus;Eb7;Eb7;Absus;Absus;Absus;C7;Fm7;Fm7;Fm7;Fm7;Bb7;Bb7;Bb7;Bb7;A^7
