1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;30;30;31;31;32;33;34;35;36;37;38;39;40
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Eb^7;Eb^7;Ebm6;Ab7;Bb^7;Bb^7;Dm7;G7;C7;C7;F7;F7;Bb6;Bb6;Fm7;Bb7;Eb^7;Eb^7;Ebm6;Ab7;Bb^7;Bb^7;Dm7;G7;Cm7;G7;Cm7;Ebm7;Ab7;Bb^7;Am7;D7;Gm7;Gm7;Eo7;Bb6;G7;Cm7;F7;Bb6;Bb6;Fm7;Bb7
