1;1;2;2;3;3;4;4;5;5;6;6;7;7;7;8;8;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;15;16;16;16;17;17;18;18;18;19;19;19;19;20;21;21;22;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;31;32;32;32;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0
Ebm7;Bb7;Ebm7;Ab7;Db^7;Gb7;Fm7;Eo7;Ebm7;Ebm7;C%7;F7;Bbm7;Ebm7;Ab7;Db6;Gb7;F%7;Bb7;Ebm7;Bb7;Ebm7;Ab7;Db^7;Gb7;Fm7;Eo7;Ebm7;Ebm7;C%7;F7;Bbm7;Ebm7;Ab7;Db6;Em7;A7;D^7;Em7;D^7;Gm7;C7;F#m7;Bm7;Em7;A7;D^7;Dm7;G7;Em7;Ebo7;Dm7;G7;C7;B7;Ebm7;Bb7;Ebm7;Ab7;Db^7;Gb7;Fm7;Eo7;Ebm7;Ebm7;C%7;F7;Bbm7;Ebm7;Ab7;Db6;Gb7;F%7;Bb7
