1;2;3;4;5;6;7;8;9;9;10;10;11;12;12;13;13;14;14;15;16;16;17;18;19;20;21;22;23;24;25;25;26;26;27;27;28;28;29;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0
G7;C7;F^7;F^7;A%7;D7;G7;C7;F6;F7;Bb6;C7;F6;E%7;A7;Dm7;Dm7;B%7;E7;A^7;Gm7;C7;G7;C7;F^7;F^7;A%7;D7;G7;C7;F6;F7;Bb6;Bo7;F6;Bb7;A%7;D7;Gm7;C7;F6;A%7;D7
