1;2;2;3;3;4;4;5;6;6;7;7;8;8;9;10;10;11;11;12;13;14;14;15;16;16;17;17;18;18;19;20;20;21;21;22;22;23;24;24;25;25;26;27;27;28;28;29;30;30;31;32;32;33;34;34;35;35;36;36;37;38;38;39;39;40;40;41;42;42;43;43;44;44;45;46;46;47;47;48;49;50;50
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0
C^7;C6;C^7;Cm7;F7;F7;F7;Bb^7;Bb6;Bb^7;Bbm7;Eb7;Eb7;Eb7;Ab^7;Ab6;Ab^7;Abm7;Db7;Db7;C^7;Dm7;G7;C^7;C6;C^7;Cm7;F7;F7;F7;Bb^7;Bb6;Bb^7;Bbm7;Eb7;Eb7;Eb7;Ab^7;Ab6;Ab^7;Abm7;Db7;Db7;C^7;Am7;F#%7;B7;E^7;Em7;A7;D^7;Em7;Eb7;D^7;Dm7;G7;Em7;Eb7;Dm7;Db7;C^7;C6;C^7;Cm7;F7;F7;F7;Bb^7;Bb6;Bb^7;Bbm7;Eb7;Eb7;Eb7;Ab^7;Ab6;Ab^7;Abm7;Db7;Db7;C^7;Dm7;G7
