1;2;3;4;5;6;7;8;9;10;11;12;12;13;14;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
F^7;F^7;Bm7;E7;Bb^7;Bb6;Eb7;Eb7;Am7;D7;Gm7;E%7;A7;Dm7;G7;Gm7;Db7;C7;F^7;F^7;Bm7;E7;Bb^7;Bb6;Eb7;Eb7;Am7;D7;Gm7;C7;F^7;Bb7;F6;Gm7;C7
