1;2;3;4;5;6;7;8;9;10;10;11;11;12;12;13;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;2.5;1.0;2.5;1.0;1.0;1.0;1.0
D7;G7;Cm6;Cm6;D7;G7;Cm6;Cm6;Bbm7;Bbm7;Eb7;Ab^7;Db7;Cm7;Fm7;D7;G7;Cm6;Cm6
