1;1;2;2;3;3;4;4;4;4;5;5;6;7;8;8;9;9;10;11;12;13;14;15;16;16;17;18;18;19;19
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;5.0;7.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0
Cm;Cm^7;Cm7;Cm6;Cm;Cm^7;Cm7;Cm6;Cm;Cm^7;Cm7;Cm6;D%7;G7;Cm;Cm^7;Cm7;Cm6;D%7;G7;Cm7;Fm6;G7;Ab^7;Fm6;G7;Ab7;D%7;G7;Cm;G7
