1;2;3;4;5;6;6;6;6;7;7;8;8;8;9;10;11;12;13;14;14;14;14;15;15;16;16;16;17;18;18;19;20;21;22;22;23;24;25;26;27;28;29;30;30;30;30;31;31;32;32;32;32
1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;2.0;3.0;4.0
C7;Ebm6;C7;Ebm6;Bb^;Bb7;A7;Ab7;G7;C7;F#o7;C7;Ab7;G7;C7;Ebm6;C7;Ebm6;Bb^;Bb7;A7;Ab7;G7;C7;F#o7;C7;F7;Bb^;Bb^;Eb^;Eb6;Eb6;Eb6;G7;F^;F6;F7;F7;C7;Ebm6;C7;Ebm6;Bb^;Bb7;A7;Ab7;G7;C7;F#o7;C6;F7;Bb^;D7
