1;2;2;3;4;4;5;5;6;6;6;7;7;8;8;9;10;10;11;12;12;13;13;14;14;14;15;15;15;15;16;16;16;17;18;18;19;19;20;20;20;21;21;22;22;23;24;24;25;26;26;27;28;28;29;29;30;30;30;31;31;31;31;32;32;32
1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;2.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;4.0
Bb^7;Eb7;Eb7;Bb^7;Dm7;G7;C%7;F7;Bb^7;Am7;D7;Gm7;C7;Cm7;F7;Bb^7;Eb7;Eb7;Bb^7;Dm7;G7;C%7;F7;Bb^7;Am7;D7;Gm7;C7;Cm7;F7;Bb6;Em7;A7;D^7;Bm7;E7;Em7;A7;D^7;Gm7;C7;F^7;D7;Gm7;C7;Cm7;F7;F7;Bb^7;Eb7;Eb7;Bb^7;Dm7;G7;C%7;F7;Bb^7;Am7;D7;Gm7;C7;Cm7;F7;Bb6;Cm7;F7
