1;2;3;4;5;5;6;6;7;7;8;8;8;8;9;10;11;12;13;13;14;14;15;15;16;16;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;24;25;26;27;28;29;29;30;30;31;31;32;32;32;32;33;34;35;36;37;37;38;38;39;39;40;40;40;40;41;42;43;44;45;45;46;46;47;47;48;48;48;48;49;49;50;50;51;51;52;52;53;53;54;54;55;55;56;56;56;57;58;59;60;61;61;62;62;63;63;63;63;63;63;64;64;64
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;5.0;6.0;7.0;8.0;1.0;2.0;3.0
Am;Gm;Am;Fm;Fm7;Bb7;Gm7;C7;Am7;D7;G7;C7;Fm;E7;Am;Gm;Am;Fm;Fm7;Bb7;Gm7;C7;Am7;D7;Gm7;C7;Bm7;E7;A^7;D7;A^7;D7;Db^7;Gb7;Db^7;Gb7;B^7;E7;B^7;E7;Eb^7;Gb^7;A^7;Bm7;E7;Am;Gm;Am;Fm;Fm7;Bb7;Gm7;C7;Am7;D7;G7;C7;Fm;E7;Am;Gm;Am;Fm;Fm7;Bb7;Gm7;C7;Am7;D7;G7;C7;Fm;E7;Am;Gm;Am;Fm;Fm7;Bb7;Gm7;C7;Am7;D7;Gm7;C7;Bm7;E7;A^7;D7;A^7;D7;Db^7;Gb7;Db^7;Gb7;B^7;E7;B^7;E7;Eb^7;Gb^7;A^7;Bm7;E7;Am;Gm;Am;Fm;Fm7;Bb7;Gm7;C7;Am7;D7;Gm7;C7;Fm7;Bb7;Ebm7;Ab7;Gb7
