1;1;2;2;3;3;4;4;4;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;12;13;14;14;15;15;16;17;17;18;18;19;20;20;21;21;22;22;22;23;23;24;24;24;24;25;25;26;26;27;27;28;28;28;29;30;30;31;31;32;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb^7;Fm7;Eb^7;Ab^7;Eb^7;A7;Ab^7;Gm7;C7;F7;Fm7;Bb7;Eb6;Cm7;Fm7;Bb7;Eb^7;Fm7;Eb^7;Ab^7;Eb^7;A7;Ab^7;Gm7;C7;F7;Fm7;Bb7;Eb6;Bb7;Eb6;Cm7;B7;Bbm7;Eb7;Ab^7;G%7;C7;Fm;Db7;Bbm7;Eb7;Ab6;G6;Em7;A7;D7;G6;Bb7;Eb^7;Fm7;Eb^7;Ab^7;Eb^7;A7;Ab^7;Gm7;C7;F7;Fm7;Bb7;Eb6;Bb7;Eb6;Bb7
