1;1;2;2;3;3;4;4;5;6;7;8;9;10;10;11;12;13;14;15;15;16;17;17;18;18;19;19;20;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Eb^7;Cm7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb^7;Ab^7;Gm7;C7;Fm7;Abm6;Db7;Eb^7;Eb6;Dm7;G7;C7;F7;Bb7;Eb^7;Cm7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb^7;Eb^7;Bbm7;Eb7;Ab^7;Bb7;G%7;C7;Fm7;Bb7;Eb^7;Cm7;Fm7;Bb7;Eb6;Fm7;Bb7
