1;1;2;2;3;4;5;5;6;6;7;8;9;10;11;12;13;14;15;16;17;17;18;18;19;20;21;21;22;22;23;24;25;26;27;28;29;30;31;32;33;33;34;34;35;36;37;37;38;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;65;66;66;67;68;69;69;70;70;71;72
1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0
Eb^7;D7;Cm7;Cm7;A%7;Abm6;Gm7;C7;Fm7;Bb7;Eb^7;Eb^7;Fm7;Bb7;Eb^7;Eb^7;Fm7;Bb7;Eb^7;Eb^7;Eb^7;D7;Cm7;Cm7;A%7;Abm^7;Gm7;C7;Fm7;Bb7;Eb6;Eb6;Fm7;Bb7;Eb^7;Eb^7;Fm7;Bb7;Eb^7;Eb^7;Eb^7;D7;Cm7;Cm7;A%7;Abm^7;Gm7;C7;Fm7;Bb7;Eb6;Eb6;Bbm7;Eb7;Ab^7;Ab^7;Bbm7;Eb7;Ab^7;Ab^7;Gm7;C7;F^7;F^7;Fm7;Bb7;Gm7;C7;Fm7;Bb7;Eb^7;Eb^7;Fm7;Bb7;Eb^7;Eb^7;Eb^7;D7;Cm7;Cm7;A%7;Abm^7;Gm7;C7;Fm7;Bb7;Eb6;Eb6
