1;1;1;2;2;2;3;3;4;4;5;6;7;7;8;8;9;10;10;11;11;11;12;12;12;13;13;14;14;15;16;17;17;18;18;19;20;20;21;21;22;22;23;24;24;25;25;26;26;27;27;28;28;29;29;29;30;30;30;31;31;32;32;33;34;35;35;36;36;37;38;38
1.0;2.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;2.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;1.0;2.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Eb^7;Eb7;Ab6;Eb^7;Eb7;Ab6;Bbm7;Eb7;Bbm7;Eb7;Ab^7;Abm6;Gm7;C7;Fm7;Bb7;Eb6;Fm7;Bb7;Eb^7;Eb7;Ab6;Eb^7;Eb7;Ab6;Bbm7;Eb7;Bbm7;Eb7;Ab^7;Abm6;Gm7;C7;Fm7;Bb7;Eb6;D%7;G7;Cm;Cm^7;Cm7;Cm6;Gm7;D%7;G7;Cm;Cm^7;Cm7;Cm6;Gm7;C7;Fm7;Bb7;Eb^7;Eb7;Ab6;Eb^7;Eb7;Ab6;Bbm7;Eb7;Bbm7;Eb7;Ab^7;Abm6;Gm7;C7;Fm7;Bb7;Eb6;Fm7;Bb7
