1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;10;11;12;13;14;15;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;26;27;28;29;30;31;32;33;34;34;35;35;36;36;37;38;38;39;39;40;40;41;42;43;44;45;46;47;48
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Gm6;Fm6;Eb^7;D7;Gm6;E7;A%7;Ab7;Gm6;Fm6;Eb^7;D7;Gm7;C7;F7;E7;D7;D7;Gm6;Gm6;D7;D7;Gm6;Gm6;Gm6;Fm6;Eb^7;D7;Gm6;E7;A%7;Ab7;Gm6;Fm6;Eb^7;D7;Gm7;C7;F7;E7;D7;D7;Gm6;Gm6;D7;D7;Gm6;Gm6;Cm7;Cm7;F7;Bb^7;Eb7;Dm7;G7;Cm7;Cm7;F7;Bb^7;E%7;Ab7;E%7;D7;D7;Gm6;Gm6;D7;D7;Gm6;Gm6
