1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;47;48;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;72
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Fm7;Bb7;Fm7;Bb7;Bb7;Bb7;Bb7;Bb7;Gm7;C7;Fm7;Bb7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Eb^7;Db7;Db7;Fm7;Bb7;Gm7;Gbo7;Fm7;Bb7;Eb6;D%7;G7;Cm7;Cm7;Ab7;Ab7;G7;G7;C7;C7;Fm7;Fm7;Abm7;Db7;Abm7;Db7;Gm7;C7;Fm7;Bb7;Eb^7;Eb^7;Eb^7;Eb^7;Bbm7;Eb7;Eb7;Eb7;Ab^7;Ab^7;Db7;Db7;Fm7;Bb7;Gm7;Gbo7;Fm7;Fm7;Abm7;Db7;Fm7;Bbsus;Eb6;Fm7;Bb7
