1;2;2;3;4;4;5;6;6;7;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16
1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Fm7;G%7;C7;Fm7;G%7;C7;Fm7;G%7;C7;Fm7;F7;Bbm7;Eb7;Ab^7;Db^7;G%7;C7;Fm7;F7;Bbm7;Eb7;Ab^7;Db^7;G%7;C7;Fm7;F7
