1;2;2;3;4;5;6;7;8;9;10;11;11;12;13;14;14;15;16;16;17;18;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32
1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Gm7;A%7;D7;Gm7;Gm7;Fm7;Bb7;Eb^7;Eb^7;A%7;D7;Eb7;D7;Gm7;Eb7;Bbm7;Eb7;Ab^7;A%7;D7;Gm7;A%7;D7;Gm7;Gm7;Fm7;Bb7;Eb^7;Eb^7;Eo7;Bb^7;F#o7;Gm7;Eb7;D7;Gm7;A%7;D7
