1;2;3;4;5;6;7;7;8;9;10;11;12;13;14;15;15;16;17;18;19;20;21;22;23;24;24;25;26;27;28;29;30;31;31;32;32;33;34;35;36;37;38;38;39;40;41;42;43;44;45;46;46;47;48;49;50;51;52;53;54;55;55;56;57;58;59;60;61;62;62;63;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Eb7;Dm;Eb7;Dm;Eb7;Dm;E%7;A7;Dm;Eb7;Dm;Eb7;Dm;Eb7;Dm;E%7;A7;Dm;A%7;D7;Gm7;Gm7;G%7;C7;F^7;E%7;A7;Eb7;Dm;Eb7;Dm;Eb7;Dm;E%7;A7;Dm;Eb7;Dm;Eb7;Dm;Eb7;Dm;E%7;A7;Dm;Eb7;Dm;Eb7;Dm;Eb7;Dm;E%7;A7;Dm;A%7;D7;Gm7;Gm7;G%7;C7;F^7;E%7;A7;Eb7;Dm;Eb7;Dm;Eb7;Dm;E%7;A7;Dm;E%7;E%7;Eb7;Eb7;Dm7;Dm7;G7;G7;Gm^7;Gm7;Gb7;Gb7;F^7;F^7;E%7;A7
