1;2;2;3;3;4;4;5;6;6;7;7;8;8;9;10;10;11;12;12;13;14;15;15;16;16;17;18;18;19;19;20;20;21;22;22;23;24;24;25;25;26;26;27;28;28;29;29;30;30;31;31;32;32
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb6;F%7;Bb7;Eb^7;Gm7;Cm7;Bo7;Eb^7;Ao7;D7;Gm7;Cm7;Abm7;Db7;Gb^7;Dbsus;Db7;Gb^7;Dbsus;Db7;Bb^7;F7;Fm7;Bb7;Bm7;E7;Eb6;F%7;Bb7;Eb^7;Gm7;Cm7;Bo7;Eb^7;Ao7;D7;G^7;Gsus;G7;Cm7;Eb7;Ab6;Abm6;Gm7;C7;Gbo7;Fm6;Eo7;Fm7;D7;Fo7;Eb6;Fm7;Bbsus
