1;1;2;3;4;4;5;6;7;8;8;9;10;11;12;13;14;15;15;16;17;18;18;18;18;19;20;21;22;23;24;25;26;27
1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
F^;C^;Dm7;Gm7;C7;C7;Am7;Dm7;Gm7;E%7;A7;Dm7;Eb7;Dm7;Eb7;F^;Eb7;Dm7;Dm;Bb^7;Gm7;Gm7;Am7;Bb^;Bo7;Csus;F^;D7;Gm7;C7;F^;D7;Gm7;Csus
