1;2;3;4;4;5;6;7;8;8;9;10;11;12;13;14;15;16;17;17;18;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;33;34;34;35;36;37;38;39;40;40;41;41;42;43;44;45;45;46;46;47;48;49;49;50;50;51;52;53;54;55;56;57;58;59;60;60;61;62;63;64;65;66;67;68;69;69;70;70;71;72;73;74;75;76;76;77;78;79;79
1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;3.0
C^;C^;Db^7;Dm7;Gsus;C^;C^;Db^7;Dm7;Gsus;C^;C^;Dm;Dm;Gsus;G7;F#%7;F#7;F^7;F^;Dm7;D#o7;Em7;Am7;Dm7;C^;Fm7;G7;C^;C^;Dm;Dm;Gsus;G7;F#%7;F#7;F^7;F^;Dm7;D#o7;Em7;Am7;Dm7;C^;Fm7;Bbsus;Bb7;Eb^;Eb^;Cm7;D7;G7;Ab^7;Am;Am;D7;Gm7;C7;C^;Db^;Bbm7;Bbm7;G7;Am7;Bb^;F^;Gsus;G7;C^;C^;Db^7;Dm7;Gsus;C^;C^;Dm;Dm;Gsus;G7;F#%7;F#7;F^7;F^;Dm7;D#o7;Em7;Am7;Dm7;C^;Fm7;G7;C^;C^;Db^7;Dm7;Gsus
