1;2;3;4;5;6;7;8;9;10;11;11;12;12
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
Bb7;Eb7;Bb7;Bb7;Eb7;Eb7;Bb7;Bb7;Cm7;F7;Bb7;G7;Cm7;F7
