1;2;2;3;4;4;5;6;7;8;9;9;10;10;11;12
1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0
Fm6;G%7;C7;Fm6;C%7;F7;Bbm7;Bbm7;Fm6;Fm6;Abm7;Db7;G%7;C7;Fm6;Fm6
