1;2;3;4;5;6;7;8;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Db7;C7;B7;Bb7;Bbm7;Eb%7;Ab^7;Ebm7;Ab7;Db7;C7;B7;Bb7;Bbm7;Eb%7;Ab^7;Ebm7;Ab7;Db^7;Db^7;Dbm7;Gb7;Ab^7;Ab^7;G%7;C7;Db7;C7;B7;Bb7;Bbm7;Eb%7;Ab^7;Ebm7;Ab7
