1;2;3;3;4;4;5;6;7;7;8;8;9;10;11;11;12;13;13;14;14;15;15;16;16;17;17;18;18;19;19;20;20;20;21;22;23;23;24;24;25;26;27;27;28;28;29;30;31;31;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;39;40;40;41;42
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;5.0;1.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;5.0;9.0;1.0;3.0;1.0;1.0
Eb6;Eb6;Eb^7;C7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb^7;Bb7;Eb6;Eb6;Eb^7;Eb7;Ab^7;Abm7;Db7;Eb^7;C7;Fm7;Bb7;Eb^7;Eb7;Ab^7;Ao7;Gm7;C7;Fm7;Bb7;Eb6;Fm7;Bb7;Eb6;Eb6;Eb^7;C7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb^7;Bb7;Eb6;Eb6;Eb^7;Eb7;Ab^7;Abm7;Db7;Eb^7;C7;Fm7;Bb7;Eb^7;Eb7;Ab^7;Ao7;Gm7;C7;Fm7;Bb7;Eb6;F%7;Bb7;Eb6;Eb6
