1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
G^7;F7;Eb7;D7;G^7;F7;Eb7;D7;G^7;F7;Eb7;D7;G^7;F7;Eb7;D7
