1;1;2;3;3;4;4;5;5;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;16;16;17;17;18;19;19;20;20;21;21;22;23;23;24;25;26;27;27;28;29;29;30;30;31;31;32;32
1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Gm7;C7;F^7;Bbm7;Eb7;F^7;D7;Gm7;C7;F^7;Am7;D7;Gm7;D7;Gm7;C7;F^7;D7;Gm7;C7;F^7;D7;Gm7;C7;F^7;D7;G7;Gm7;C7;Gm7;C7;F^7;Bbm7;Eb7;F^7;D7;Gm7;C7;F^7;Am7;D7;Gm7;Bb^7;Eb7;F^7;Eb7;D7;Db7;C7;F6;D7;Gm7;C7;F6;D7
