1;1;2;2;3;3;4;4;5;5;6;6;7;8;9;9;10;10;11;11;12;12;13;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;25;25;25;25;26;26;26;26;27;27;27;27;28;28;28;28;29;29;30;30;31;31;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
D7;G7;C7;F7;Bb7;A7;Ab7;Db7;Gb7;F7;Bb7;A7;Ab7;G7;Gb7;F7;E7;Eb7;Ab7;G7;Gb7;F7;Bb7;A7;Ab7;F#7;B7;E7;A7;D7;G7;C7;F7;Bb7;A7;Ab7;Db7;Gb7;F7;Bb7;A7;Ab7;Db7;Gb7;Db7;C7;B7;Bb7;A7;Ab7;G7;F#7;B7;Bb7;A7;Ab7;G7;Gb7;F7;E7;Bbm7;Eb7;Bbm7;Eb7;Bbm7;Eb7;Ab^7
