1;1;2;3;4;5;5;6;6;7;8;9;9;10;11;11;12;13;13;14;14;15;15;16
1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
F^7;D7;G7;C7;F6;F^7;Fm^7;C^7;A7;G7;C7;Gm7;C7;F6;Gm7;C7;A7;Bb^;Bo7;F^;A7;Gm7;C7;F6
