1;2;3;4;5;6;6;7;8;8;9;9;10;10;11;11;12;12;13;14;15;15;16;16;17;18;19;20;21;22;22;23;24;24;25;25;26;26;27;27;28;28;29;30;31;32;33;33;34;34;35;35;36;36;37;37;38;38;39;40;41;42;43;44;44;45;46;46;47;47;48;48;49;49;50;50;51;52;52;53;54;54;54;55;55;56;56;57;58;58;59
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0
C6;C6;G7;G7;C6;Gm7;C7;F^7;F^7;A7;Dm7;Dm7;B%7;E7;Am7;C7;F^7;F^7;Dm7;G7;C^;Am7;Dm;G7;C6;C6;G7;G7;C6;Gm7;C7;F^7;F^7;A7;Dm7;Dm7;B%7;E7;Am7;C7;F^7;F^7;Dm7;G7;C^;C^;G7;C^;G7;C6;G7;C^;Am7;D7;G^;A%7;Bbo7;G7;C6;C6;G7;G7;C6;Gm7;C7;F^7;F^7;A7;Dm7;Dm7;B%7;E7;Am7;C7;F^7;F^7;Dm7;Dm7;G7;C^;C^;G7;C^;G7;C6;G7;C^;Dm7;Dm7;Dm7;C6
