1;1;2;3;4;5;5;6;6;7;8;9;9;10;11;12;13;13;14;14;15;16;17;18;19;20;21;22;23;24;25;25;26;27;28;29;29;30;30;31;32;32
1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Bb^7;Ab7;Gb7;Cm7;F7;Fm7;Bb7;Eb^7;Ab7;C7;F7;Bb^7;Ab7;Gb7;Cm7;F7;Fm7;Bb7;Eb^7;Ab7;C7;F7;Cm7;F7;Cm7;F7;Cm7;F7;Cm7;F7;Bb^7;Ab7;Gb7;Cm7;F7;Fm7;Bb7;Eb^7;Ab7;C7;F7;Bb^7
