1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;10;10;11;11;12;12;13;13;14;14;14;14;15;16;16;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;25;25;26;26;27;27;28;28;29;29;29;29;30;31;31;32;32;33;33;34;34;34;34;35;35;36;36;37;37;38;38;39;40;40;41;41;42;42;43;43;44;44;45;45;46;46;47;47;48;49;49;50;50;51;51;52;52;53;53;53;53;54;54;55;56;57;57;58;58;59;59;60
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Eb^7;Fm7;Eb^7;Fm7;Eb^7;Fm7;Eb^7;Fm7;Eb^7;Fm7;Eb^7;Fm7;Eb^7;Bbm7;Bbm7;Eb7;Ab^7;Ab^7;Db7;Eb^7;Fm7;Gm7;C7;G7;C7;Fm7;Gm7;Ab^;Ab^;Eb6;A%7;D7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Dm7;Dm7;G7;C^7;C^7;F7;G^7;Am7;Bm7;E7;B7;E7;Am7;Bm7;C^;C^;G6;Dm7;G7;Gm7;C7;Gm7;C7;B7;E7;A7;C^;G6;G7;Gm7;C7;Gm7;C7;A7;Eb7;D7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Am7;G^7;Dm7;Dm7;G7;C^7;C^7;F7;G^7;Am7;Bm7;E7;B7;E7;Am7;Bm7;C^;C^;B7;E7;Am7;D7;G6;G7;C7;C#o7;Am7;D7;G6
