1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Ab^7;Db^7;G%7;C7;B^7;B^7;Bb%7;Eb7;E^7;Asus;D7;Gbsus;Esus;Eb7;Bbm^7;Eb7
