1;2;2;3;3;4;4;5;5;6;6;7;8;9;9;10;10;11;11;12;13;14;15;16;17;18;18;19;19;20;20;21;21;22;22;23;24;25;25;26;27;28;28;29;29;30;30;31;32
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
Eb^7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb^7;Eo7;Fm7;Bb7;Eb^7;Eb7;Ab^7;Ao7;Eb^7;Cm7;Fm7;Bb7;Eb^7;Cm7;F7;Bb7;Bb7;Eb^7;Fm7;Bb7;Fm7;Bb7;Fm7;Bb7;Eb^7;Eo7;Fm7;Bb7;G7;G7;Ab^7;Ao7;Eb^7;Eb7;Ab^7;Abm7;Eb^7;Cm7;Fm7;Bb7;Eb^7;Eb^7
