1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;18;19;20;21;21;22;23;24;25;25;26;26;27;27;28;28;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36;37;38;38;39;39;40;40
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0
Bb^7;Bo7;Cm7;F7;Bb^7;Bo7;Fm7;F7;Bb^7;Bb7;Eb^7;Eb6;Dm7;Dbo7;Cm7;F7;Bb^7;Bo7;Cm7;F7;Bb^7;Bo7;Fm7;F7;Bb^7;Bb7;Eb^7;Eb6;Dm7;Dbo7;Cm7;F7;Fm;Bb7;Fm;Bb7;A%7;D7;Gm7;Cm7;F7;Bb^7;Bo7;Cm7;F7;Bb^7;Bo7;Fm7;F7;Bb7;Eb^7;Ebm6;Dm7;G7;Cm7;F7;Dm7;G7;Cm7;F7;D7;Ab7;G7;G7;Cm7;Fsus;F7;Bb6;G7;Cm7;F7
