1;2;3;4;5;6;6;7;8;9;10;11;12;13;14;15;15;16;17;18
1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;3;1;1;1
C#m7;F#7;D#m7;Do7;C#%7;F#sus;F#7;A#m7;D#7;E^7;Fo7;B^7;G#m7;Fm7;Bb7;D#^7;G#7;C#m7;Csus;Csus
I_C#;IV_C#;;;;;;;;;;;;;;;;;;
