1;2;3;4;5;6;7;8;9;10;11;12;12;13;13;14;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;29;30;30;31
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Gb7;G7;Gb7;G7;Gb7;G7;Gb7;G7;Gb7;Go7;Db^7;Bm7;E7;Bbm7;Eb7;Em7;A7;Ebm7;Ab7;Dm7;G7;Gb7;G7;Gb7;G7;Gb7;G7;Gb7;G7;Gb7;Go7;Db^7;Bm7;E7;Bbm7;Eb7;A7;D7;Db7
