1;2;3;4;4;5;5;6;6;7;7;8;8;9;10;11;12;12;13;13;14;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;29;30;30;31;32;32
1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Eb^7;Eo7;Fm7;Abm7;Db7;Gm7;Gbo7;Fm7;Bb7;Gm7;Gb7;Fm7;Bb7;Eb^7;Eo7;Fm7;Abm7;Db7;Gm7;Gbo7;Fm7;Bb7;Eb6;Abm6;Bbm7;Eb7;Ab^7;Ao7;Eb^7;C7;Fm7;F7;Fm7;Bb7;Eb^7;Eo7;Fm7;Abm7;Db7;Gm7;Gbo7;Fm7;Bb7;Eb^7;Fm7;Bb7
