1;2;2;3;4;5;6;6;7;7;8;9;9;10;10;11;12;13;14;14;15;16;16;17;18;18;19;19;20;21;22;23;24
1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0
Fm7;Bbm6;C7;Fm7;Bb7;Bbm7;Bbm7;Eb7;G%7;C7;Fm7;Fm7;Db7;Db7;C7;Fm^7;C7;Fm7;G%7;C7;Fm7;C%7;F7;Bbm7;Bbm7;C7;C7;G%7;Ab^7;G%7;C7;Fm^7;Fm^7
