1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;18;19;20;21;21;22;23;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;34;35;35;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0
Bb^;Bb7;Eb7;Ab^;Fm7;Bb7;Eb7;Ab^;Bb^;Bb7;Gm;Cm;Ab^;Db^;Bb^;Bb^;Bb7;Eb7;Ab^;Fm7;Bb7;Eb7;Ab^;Bb^;Bb7;Gm;Cm;Ab^;Db^;Bbm;Gb^;B^;Abm;Ebm;Fm7;B^;Abm6;Gb^;F^;Dm7;Bb^;Bb7;Eb7;Ab^;Fm7;Bb7;Eb7;Ab^;Bb^;Bb7;Gm;Cm;Ab^;Db^;Bb^;Gb^;B^;Ab^;Eb^;Eb7;Ab^
